content#,#sentiment#,#positive#,#negative#,#label
高雄前市長韓國瑜月初被罷免後，除了到已故議長許崑源靈堂上香，幾乎銷聲匿跡，外界仍相當好奇，他往後會不會出來選國民黨黨主席、甚至台北市長。對此，國民黨台南市黨代表陳昱旗接受港媒專訪，認為民進黨最怕的是，對沒有位子包袱的韓來說，才是最強大的。港媒《中評社》20日專訪陳昱旗對於高雄補選及韓國瑜沉潛後看法，被問及「國民黨未來是否可能會變國瑜黨？」他認為，以這次罷韓投票來看，力挺韓的極端韓粉約在4%左右，並非泛藍族群主流，而在總統大選和罷韓投票中，韓粉的聲音雖然很大聲，可是沒有辦法讓國民黨走偏中間選民的論述，若韓國瑜能倚靠韓粉，就不會輕易被罷掉，他個人對這說法抱持很大的疑問。而外界最好奇的，「莫過於韓國瑜是否還有政治能量和重新再起的機會？而江啟臣、朱立倫、韓國瑜誰能帶國民黨再起？」，陳昱旗認為，在黨內諸侯割據的局面，江啟臣因為過去沒有在六都主政的經歷、韓國瑜剛被罷免掉、綜合來看朱立倫是較有可能接黨主席，畢竟2016年大敗時，對於人才布局，和選舉輔選都仍有一定實力在。他強調，韓國瑜下台後，民進黨最怕的是，對沒有位子包袱的韓來說，才是最強大的，2018年韓國瑜也是因為被民進黨趕出北農才被藍營派到高雄，也因為根本不知道韓會講甚麼，抓不到他的邊際。而「韓若去選國民黨主席」，韓粉和國民黨傳統支持者理性、精英藍，勢必會造成衝突對撞問題，催動韓粉也難以影響。最後，是否有建議國民黨未來怎麼走？陳昱旗重申，如果要翻身，韓可以幫助國民黨參選的中生代做好輔選角色，借助韓流非典型的草根力量去衝撞民進黨，韓粉也因為韓不會跟國民黨做衝撞，成為國民黨的助力，發揮一加一大於二的效果。※自殺警語中時電子報提醒您，自殺解決不了問題，給自己機會：自殺防治諮詢安心專線：0800-788995；生命線協談專線：1995#,#0.9762246107445345#,#4#,#5#,#負面
新北市議員葉元之日前開直播時，「罷免高雄市議員黃捷」社團的發起人callin表明「不希望藍營人士參與罷免黃捷行動」，還說罷黃社團不是藍營的側翼組織，甚至強調「韓國瑜都不能阻止我們」。]這名罷黃發起人表示，自己的家庭雖和許多政治人物有接觸，但這次不希望國民黨去參加罷免黃捷，「社團也不希望和藍營合作」。並表示，罷免黃捷活動定位是純粹民間發起，不募款，罷黃社團也不是藍營的側翼組織，創社團不需要韓國瑜同意，韓國瑜也不能阻止社團創立，或罷免誰。發起人表示，罷黃第一階段已經達標，但還沒送件，本來是想遵從韓國瑜的愛與包容，還在觀望，但黃捷後來嗆了一句「放馬過來」，所以大家就想幫黃捷完成心願，不能被她看扁。發起人表示，罷黃第二階段連署需要到29000份，但他們希望能衝到3萬5到4萬份，除了怕有些不合格申請書被剔除外，也希望能衝高人數，在投票階段方便動員，目前他們連署的份數大概2萬份出頭。罷黃發起人也提醒，現在罷黃社團規模逐漸做起來、名氣也出來，所以疑似有其他社團開始假冒罷免黃捷，目的在騙取民眾資料，希望大家小心。葉元之認為，罷免黃捷藍營不要過於介入，應該如罷免韓國瑜一樣，一開始由民間推動，藍營從中協助，等到水到渠成時再動員號召。今日最夯新聞流量前3名「血本無歸」股價30多元變2毛狂政見「台灣回歸祖國日本」武嶺驚見！肩扛新娘 崖邊拍照今日推薦影音#,#0.14383481557391686#,#0#,#7#,#負面
韓國瑜被罷免後，有「白眼女神」稱號的高雄市議員黃捷，也成了被罷免的首要目標，「罷捷」社團發起人就Call in到台北市議員葉元之的直播說，他們不是藍營的側翼組織，連前高雄市長韓國瑜也不能阻止罷免活動。到目前為止，連署人數已經突破21000多人，預計本周送中選會，對此黃捷再次表示尊重，強調該做的事會做好做滿，剩下的就交由鳳山選民來決定。前高雄市長韓國瑜被罷免，告別秀當天，支持者熱情響應，還有人拿著連署書在現場號召罷免議員黃捷，就連新北市議員葉元之開直播，罷免黃捷的臉書社團發起人也Call in進去說，活動定位純粹是民間發起的，不募款、不找藍營合作，連韓國瑜也擋不住。罷捷發起人強調：「我們也不是你們的側翼組織，我發文也講說我們創這個社團，不需要經過韓國瑜同意，他也不能夠阻止我們創立或是罷免誰。」罷免黃捷的連署行動，第一階段門檻是2900份，第二階段門檻29000多、最後投票門檻要70000多人，目前連署人數已經突破21000多人，預訂本周送件給中選會，正式提出罷免案。對此黃捷回應：「從他們連署到現在，我都還是秉持一貫立場，就是非常尊重，然後其實我都是把我該做的事情做好，認真做好做滿，像今天也是我的總質詢嘛，所以該問的問題我還是會問，該盡到我問政的本份的，我還是會努力的進行，剩下的就是交給鳳山的選民來做決定。」面對罷免案，黃捷平常心看待，照常到議會進行總質詢，強調會盡本份把事情做好做滿，剩下就交給鳳山選民決定。（民視新聞／謝耀德、黃美慧 高雄市報導）#,#0.2446084114603233#,#1#,#6#,#負面
8月15日高雄市長補選即將舉行，根據規定6月24日前須完成候選人登記。代表民進黨參與高雄市長補選的前行政院副院長陳其邁近日行程滿檔，努力為選舉做準備。國民黨將推派怎麼樣的人選也令眾人關注，就在候選人登記前夕，國民黨高雄市黨部傳出中午12點將對外宣布。（民視新聞網／綜合報導）#,#0.1513170398324789#,#0#,#2#,#負面
韓國瑜遭罷免後，有民眾針對議員黃捷，展開罷免行動，目前罷捷連署、破兩萬1千份，可能本週會送中選會，對此，時代力量議員黃捷強調「尊重」，她目前就是，把該做的事情做好做滿，剩下的交給鳳山選民做決定。#,#0.033375751129698705#,#0#,#1#,#負面
前高雄市長韓國瑜在本（6）月6日遭到罷免後，高雄市目前由楊明州擔任代理市長，並預計在8月15日進行市長補選，並於本月16日開放領表，20日至24日則為候選人登記時間，引起外界關注，對此，韓國瑜的鐵粉「一柱擎天姊」就曾公開表示自己有意參與補選，近日更是現身高雄市選委會完成領表程序。韓國瑜鐵粉「一柱擎天姊」之前因為髮型奇特而爆紅，在臉書上擁有5千多名粉絲，可以說是網紅級人物，近日高雄市長補選話題熱烈，她就於18日在社群網站臉書公開表示自己有意參選高雄市長，更直言「我的政見只有一個，我就是不做事」，引起網友討論。「一柱擎天姊」表示她雖然不做事，但會「24小時盯住那些貪污的人」，努力查他們的弊案，想把不做事、貪汙的政客「關到死」，更說明台灣政治人物不需要學歷多高，只要有心為民眾服務的人就夠了，同時她也表明自己支持死刑「那些該判死刑的全都斃了，沒有什麼叫有教化的可能」，讓許多網友在下方留言「韓粉一定挺韓粉啦」、「出來選，我是鐵票」，不過也有人狠酸「韓粉還沒醒？」。根據《三立新聞網》報導，「一柱擎天姊」為了證明自己參選的決心，在昨（20）日親自到選委會完成領表程序，她表示目前正在籌措參選資金，並希望「家人能支持我」，顯示出她參加補選的強烈決心，事實上目前有不少政治人物如：前行管會副主委李福軒、前行政院副院長陳其邁、議員李雅靜都出面表明將參加補選，角逐高雄市長一職，如今政治素人的加入將為選戰帶來什麼變化，還有待觀察。（封面圖／翻攝自一柱擎天姊臉書）#,#0.3876986872748964#,#0#,#5#,#負面
滷肉飯與礦泉水，是韓國瑜競選高雄市長時，常掛嘴邊的競選台詞，如今卻成了罷免成功的慶祝祭品。資深媒體人王瑞德今天（21日）和高雄罷韓知名的「釣客食堂」合作，免費發送500份滷肉飯和礦泉水，還有網路粉專加碼100份雞排，吸引大批民眾頂著艷陽排隊。阿姨快手在廚房忙不停，現滷肉塊加上半顆滷蛋，香噴噴的滷肉飯便當疊高高，總共500份，大清晨就得開始準備。原來這是高雄鼓山力挺罷韓的「釣客食堂」，由資深媒體人王瑞德實現祭品文，發放免費滷肉飯和礦泉水，而且還有其他網路粉專加碼100份雞排。大批民眾共襄盛舉，頂著艷陽也要來排隊，還記得嗎？滷肉飯與礦泉水，是韓國瑜競選高雄市長時，常掛嘴邊的競選台詞，如今卻成了罷免成功的慶祝祭品。釣客食堂業者表示，「韓國瑜罷免成功，我們剛好把這份喜悅，分享給高雄市民，如果大家很開心就不會覺得累，這份喜悅大家都可以感受到。」台灣基進黨高雄黨部辦公室主任蘇盈安說，「期許未來有個更加照顧高雄的市長，所以今天在這裡發放滷肉飯和雞排，為高雄加油打氣。」罷韓成功後，祭品文紛紛兌現。（民視新聞／南部合報導）#,#0.5118223570772544#,#3#,#5#,#負面
身為三軍統帥的蔡英文，20日對國軍弟兄高喊「要捍衛國家主權，確保區域和平、穩定」，反觀釣魚台更名爭議，辣台妹卻不夠辣，只會空口回「釣魚台是中華民國領土」，卻無實質作為及行動，相較於總統大選時喊出用選票護主權，顯得相當諷刺。去年受到「習五條」及香港反送中事件，挑起國人反中情緒高漲，蔡藉此狂賣「芒果乾」，放送亡國感危機意識。在韓國瑜聲稱這是場中華民國保衛戰，願為中華民國粉身碎骨的同時，蔡英文則拋出護台保衛戰，允諾一旦連任成功，台灣主權一定守住。蔡英文總統過去常用「這個國家」稱呼中華民國，今年正式連任後，聲稱「我們沒有需要再次宣布獨立，因為我們已經是獨立的國家了，我們自稱為中華民國台灣，我們有政府、軍隊和選舉」，所謂的中華民國台灣，也是在玩文字遊戲。蔡英文及民進黨不時把「護主權、愛台灣」掛在嘴邊，似乎變成專利及選票提款機，但遇到美國、日本政府，態度就大轉彎。遇到捍衛主權理當寸土不讓，顯然辣台妹的辣度「因人而異」。這次日本石垣市擬變更釣魚台地籍名稱，讓台灣主權議題再度受到關注，蔡英文「口惠而實不至」，對外聲稱「釣魚台是中華民國領土」，卻沒有透過外交系統提出正式抗議，一副做做樣子，急著想息事寧人的態度，令人不敢恭維。試問蔡總統要把「這個國家」帶往何處？身為中華民國總統，卻無法具體守護主權，不僅愧對投票給她的817萬民意，也令國軍弟兄汗顏。無怪乎前總統馬英九會吐槽蔡英文的護主權是「護個鬼啊！」#,#0.00209900424064402#,#1#,#5#,#負面
面對高雄市長補選，儘管對前行政院副院長陳其邁而言，如同探囊取物，但他有過一次失敗教訓，不敢大意，20日到岡山區文賢市場與欣欣市場掃街拜票，傾聽庶民的心聲，對拿下這次選舉，勢在必得。韓國瑜在2018年主打庶民經濟，加上後來「三山」（鳳山、岡山與旗山）成功造勢，獲得高雄市長寶座。但他就職才1年多即遭罷免，主客易位，昔日對手陳其邁現已就戰鬥位置，展開競選布局。陳其邁20日一早所到的文賢市場，是岡山區的主要早市之一，他到此掃街拜票，傾聽庶民聲音。尤其刻意放慢腳步，跟民眾話家常，有鄉親看到他，興奮地透過視訊連線告知朋友「邁邁來了」。他得知後，也接過手機，向視訊連線的民眾問好，展現親和力。就地理位置而言，文賢市場與欣欣市場都鄰近眷村，有不少藍營支持者，屬於國民黨的傳統票倉。陳其邁到這兩處菜市場拜票掃街，頗有宣示主權，甚至拔樁意味，對於一再錯過入主高雄市政府，展現勢在必得決心。雖然此前罷韓團體傾力罷免韓國瑜，但也消耗了大多能量。民進黨陣營擔心巿長補選投票率低，讓國民黨有了喘息空間。因此，就算有人說「躺著選就贏」，卻看得出陳其邁仍卯足全力，乘勝追擊，問鼎市長寶座，就從岡山開始。#,#0.00016843644388753187#,#0#,#5#,#負面
[新頭殼newtalk] 民進黨高雄市長補選候選人陳其邁「邁粉見面會」，今 (21) 日上午10點在駁二正港小劇場前廣場登場，陳其邁開口演唱苦練一年多的「紅豆」，引起台下兩三千位支持者共鳴，在地歌手林宗興也出場邀請來賓共同合唱「咱上愛的所在」，隨後走下台前往拍照區與支持者及邁粉合影。陳其邁今天一早6點半先到鳳山區鳳農果菜市場拜票，再到駁二出席「邁粉見面會」，他表示，回到家的感覺真好，感謝大家陪他走過一年半的時間，真的很想念大家，離開高雄北上行政院後，對高雄的愛一天比一天更多，他會用行動證明，「我熱愛我的城市，高雄是座偉大的城市」。陳其邁還邀請隨後他與民進黨中央黨部網路社群中心主任廖泰翔、民進黨新境界文教基金會副執行長吳怡農、立法委員李昆澤、民進黨高雄市黨部主委趙天麟到場，舉行一場小座談會，暢談對高雄的愛。特別南下助陣的「男神」吳怡農表示，陳其邁擔任行政院副院長期間，防疫的功家大家有目共睹，但他放下中央的職位，選擇回高雄，他知道全國都會看、都會關心這次會選得怎麼樣，他還是決定回來選，因為他的故鄉在高雄，接下來這兩個月一定要做伙來打拚，不管台北工作多忙，他也會下來幫忙。陳其邁今天上台前接受媒體聯訪時表示，「紅豆」這首歌練了一年多的時間，今天請了兩位歌壇的大咖來幫忙助陣，有信心，放心，一定今天會讓大家耳目一新。接下來記者問他在市場連續三天掃街，又是彎腰又是小跑步的，是不是身段放得很低？陳其邁說，貼近土地、接近人民，這個是候選人應該要做的，我會全力的衝刺。因為高雄是我朝思暮想、一生懸命的地方，所以回到家的感覺，真的很好。看到很多老朋友、好朋友、新朋友都很開心。」記者再問韓國瑜團隊已經被罷免，但輪船公司董事長還在市府團隊，這樣會不會有不妥？陳其邁表示，現在代理市長是楊明州，所以市政的部分都尊重楊市長的決定，他鎮相信市民也希望說現在的市政府可以辦好選務，能夠再段時間，尤其汛期來能夠穩定市政，所以我們也尊重楊市長的安排。媒體關心吳怡農外傳將會成為競選團隊宣傳，今天第一次同框，是不是代表會是未來的團隊之一？陳其邁回答，「怡農是我們非常好的朋友，雖然比我帥，不過客群不同，開玩笑啦！他過去在民進黨，尤其過去在國安會、行政院都有非常豐富的經驗，那也是我們過去在行政院和國安會非常仰賴的政策幕僚。所以他的專長是在政策的部分，我也希望說這次特別邀請怡農來特別擔任我的國際事務，尤其在城市外交的部分，跟在青年事務的部分來擔任我的顧問，來參與我們整個政策的制定。」至於補選團隊是否都已底定，陳其邁說，「我們在禮拜一會正式對外宣布，那另外在我左手邊的是我們民進黨網路社群中心的廖泰翔主任，這次因為我們也會有，這次選舉大家全國都非常地關心，所以不管是在地方或者是在網路，所以我也請泰翔擔任我這次的競選總部的發言人。因為泰翔跟我也非常熟，所以我們就先敲定泰翔，其他的名單我們在禮拜一就會全部對外公布。」競選總部什麼時候會正式開張？陳其邁表示，「在加緊趕工當中，這個可能要問未來的總幹事會比較清楚。我是專心當候選人，全力地衝刺。」猶記前年12月8日，高雄市長選舉落敗的陳其邁在同一場地舉辦感謝會，當時陳其邁獻唱王菲的「紅豆」時，但或許心情尚未平復，唱起來有點零零落落，還不時忘詞，讓邁粉留下些許遺憾。不過，今天他顯然有備而來，陳其邁在全場熱烈歡呼聲中亮相，並由兩位專業歌手及五位來賓陪唱下，表現比前一次好很多，雖然高音部分仍飆不上去，但整個節奏感已抓得比較到位，唱到第二遍副歌時順暢許多，可說是「雪恥」成功。活動最後，陳其邁與其他四位來賓走下台前往拍照區，與支持者及邁粉合影，現場民眾大排長龍，爭相與陳其邁合影，其中年輕邁粉占了大多數，表達支持陳其邁的決心。#,#0.0007532632638467263#,#3#,#10#,#負面
記者翁郁雯、邱紹揚／高雄報導又有人表態參加高雄市長補選，先前追著韓國瑜跑的鋼鐵韓粉「一柱擎天姐」，在臉書PO文說要選高雄市長，政見只有一個，強調不做事，但要盯住貪污的人及貪污腐化的政府，努力查弊案；為了要表明自己是認真的，一柱擎天姐出現在高雄市選委會完成領表程序。對照韓粉表態參戰，國民黨中央徵詢的對象，傳出鎖定「50歲以下、非議員」人選，似乎排除首位公開表態的國民黨高市議員李雅靜，不過李雅靜說沒到最後不會放棄，持續向中央爭取投入高雄市長補選戰局。鋼鐵韓粉「一柱擎天姐」戴國旗帽現身高雄市選委會，直接表明要領表參加高雄市長補選。高市選委會人員：「這是裡面相關，都有範例可以看。」一柱擎天姐：「嗯，我知道。」仔細聽完選委會人員解說，拿著資料準備離開。一柱擎天姐：「接下來呢！就是當然就是錢啊！錢從哪裡來，這是重點，（記者：打算錢從哪裡來？）呃如果可以的話，我希望家人能支持我。」完成領表程序，開始煩惱如何籌措保證金，一柱擎天姐強調自己玩真的，PO文表明政見只有一個，「我就是不做事，要24小時盯住那些貪污的人、貪污腐化的政府」，網友直接留言「挺你」、「一起支持」，給了一柱擎天姐信心，不過也有人留言狂酸「預估了高票當選」。一柱擎天姐：「我為何要做事？因為我做了事，有人看的到嗎？我幹嘛做事？反正我就是把我該抓貪污的抓起來，該查弊案的查。」不管是韓國瑜跑市政行程或是總統競選行程，都能看到一柱擎天姐，自稱被韓國瑜感動，才想投入高雄市長補選；對照韓粉積極與綠營選戰開跑，國民黨還在猶豫。國民黨高雄市議員李雅靜：「我也期待黨中央可以看到高雄人的聲音，讓在地的高雄人可以幫高雄去做建設。」距離投票日不到2個月，包括李雅靜在內，前民政局長以及吳光訓的女兒，周六還有一人前往領表，至少有4人已經對外表態或領表，傳出國民黨中央鎖定50歲以下、非議員人選徵詢。國民黨高市議員李雅靜：「辛苦了！」高市代理市長楊明州：「不會啦！不會啦！」最早表態，卻不一定受黨中央青睞，比起李雅靜持續爭取披藍營戰袍參選，沒有黨籍的一柱擎天姐PO文後就決定領表，除了藍綠之外，政治素人不排除加入戰局。#,#0.0177388056656973#,#2#,#13#,#負面
韓國瑜遭罷免高雄市長一職，讓許多支持者忿忿不平，各地紛紛掀起所謂的報復性罷免，其中高雄市議員黃捷、市議員陳致中等人均成為目標之一。對此，罷捷團體「鳳山清捷隊」公布最新數據表示，他們已收集到2萬1000多份的連署書，目前正在撰寫、修改罷免理由書，預計明天（23日）前送件至中選會，之後就會開始進行掃街宣傳。據了解，黃捷所在的鳳區選區有29萬多人，依照選罷法細算，罷免第一階段門檻需要有2900多份連署書，第二階段則要有2萬9000多份，三階投票門檻為7萬多人。根據《ETtoday新聞雲》報導，鳳山清捷隊表示，目前已收集到2萬1000多份連署書，為求慎重仍在撰寫、修改罷免理由書，預計23日前將會送件至中選會，之後就會在街頭擺攤設連署站、掃街宣傳。對於這場罷捷行動，前韓辦發言人、新北市議員葉元之昨天（21日）在臉書指出，日前他在直播接到一通call in電話，對方自稱是「罷免高雄市議員黃捷」臉書社團的發起人，強調罷捷團體不是藍營的側翼組織、也不想和藍營人士合作，「韓國瑜都不能阻止罷免活動」。該名發起人還說，活動定位是純粹民間發起，不會募款，目前罷捷第一階段已經達標，但還沒送件，原本他們想遵從韓國瑜的愛與包容，但因為黃捷後來嗆了一句「放馬過來」，所以他們決定幫黃捷完成心願，不能被她看扁。【相關影音】相關新聞影音#,#0.8732147620978902#,#2#,#3#,#負面
前高雄市長韓國瑜解職後，3位副市長及一級主管也隨之去職，但是韓國瑜密友黃文財至今仍留任高雄市輪船公司董事長原職。對此，民進黨高雄市議員黃文益20日進行市政總質詢時，指出黃文財無特別績效，要求代理市長楊明州應立刻替換其他人選，不過楊明州因代理市長僅2個月任期，傾向維持人事穩定。黃文益今天表示，高雄市民罷免的並非韓國瑜1人，而是對整個韓國瑜團隊都有疑慮，因此一級主管隨之辭職也是政治上的交代。然而，高雄市輪船公司董事長黃文財，以及官派董監事卻沒有任何動作。黃文益指出，黃文財是在韓國瑜上任高雄市長後，力排眾議讓他「硬是上去」擔任高輪董座，但是黃文財在職期間，儘管韓國瑜挹注2500萬停管中心基金，黃文財卻沒有交出特別傑出的績效，顯示並非他不可，為此詢問楊明州，能否直接召開董事會，一次性替換包括黃文財在內有疑慮的高輪董監事？對此，楊明州坦言，他的代理市長任期僅有2個月，若召開董事會再改派，文書作業往來最快都要接近8月底，屆時已接近市長補選，而新市長或許會有自己的人選考量，因此基本上傾向維持人事穩定。#,#0.000418527730123075#,#0#,#4#,#負面
（中央社記者陳朝福高雄27日電）墜樓身亡高雄市議長許崑源告別式今天在第一市立殯儀館景行廳舉行，商界及藍綠政壇人士致祭，並安排國民黨主席江啟臣等人頒發獎章及覆蓋黨旗。許崑源遺體24日已火化，上午舉行告別式，包括前總統馬英九、前副總統吳敦義、國民黨主席江啟臣、前新北市長朱立倫、前立法院長王金平，以及國民黨大老吳伯雄等政商界人士出席追悼。高雄市代理市長楊明州率市府團隊致祭。民進黨籍立委許智傑、趙天麟、高市議員邱俊憲多人，以及時代力量高市議員黃捷也到場弔唁。台北市長柯文哲一早也由市長補選民眾黨提名參選人吳益政等人陪同，到場捻香向家屬致意。韓國瑜介紹許崑源生平時一度哽咽，他肯定許崑源是重情重義的政治人物，雖然被視為問政霸氣，但許崑源關懷弱勢，問政時藍綠放兩邊，以市民福祉和市政擺中間。公祭結束後，靈車將送許崑源的骨灰送佛光山安置，途中特地遶行市議會，議會員工也送議長最後一程。許崑源在6月6日高雄市罷免韓國瑜投票結果後數小時從住家17樓墜樓身亡，享壽63歲。許崑源是高市第8選區（前金、新興、苓雅）選出市議員，歷任7屆約26年市議員，擔任第1及第3屆議長。（編輯：孫承武）1090627#,#0.0035881256536816064#,#2#,#3#,#負面
高雄市長罷免案結束已近半個月，但仍有部分韓國瑜支持者認為其中有問題。國民黨台北市議員羅智強也收到相關陳情，對此，他反駁了這次罷免案作票的可能，並感嘆「真的挺韓國瑜，有些話就不得不說」。羅智強指出，有一位韓國瑜堅定支持者，對他不願意背書作票說很失望。事實上，台灣的投開票作業是地方政府的職責，而投開票的結果，中選會只能彙整統計，根本沒有所謂的程式。「中央地方的票數統計並無不同」羅智強也認為，各地方政府沒有道理去護航民進黨中央，如果作票說成立，高雄當初是韓國瑜執政，意思是韓國瑜作票讓自己被罷免嗎？所謂作票之説，才是對韓國瑜和國民黨最大的傷害，因為如果此說成立，真的就如您所說的，以後也不用再投票了。▲國民黨台北市議員羅智強寫一封信給韓國瑜支持者。（圖／翻攝羅智強臉書）羅智強感嘆，「要寫這封信，我也很掙扎，說真的，我根本不需要出來解釋有沒有作票這件事情，唯一有法律權力與義務去抗議或者是訴訟作票的是韓國瑜，並不是羅智強，他若不做，我完全可以學其他的人一樣躲起來不吭聲，當作不關我的事」。羅智強也向支持者喊話，「不能認輸，就無法重新開始，這一次國民黨和韓國瑜是真的敗了，但一次失敗並不等於永遠的失敗，除非，我們失去了重新站起的勇氣，那才是永遠的失敗」。（編輯：潘毅）今日最夯新聞流量前3名「俏秘書」脫序？中市府滅火4年虧逾百億 員工喊換董事長世衛警告 疫情進入新危險階段相關新聞影音#,#0.8732147620978902#,#2#,#6#,#負面
民進黨中常會在17日正式徵召陳代表民進黨參選高雄市長補選，民進黨立委陳亭妃隨即在臉書回顧她與陳其邁的點點滴滴，大讚陳其邁是個正義又溫暖的好哥哥，給她的照顧總是最多且最無私的。陳亭妃說，社會上發生任何不公不義的事情時，陳其邁總是衝第一個，總是把大家的事當作自己的事在關心。 2018年陳其邁敗選高雄市長時，陳亭妃回憶，陳其邁沒有將責任推給任何人，他將所有敗選的責任歸咎於他個人的努力不夠，讓各位疼惜他的支持者失望了，他很抱歉。他安撫了支持者的心，也為這座城市的對立劃下的句點，希望一切紛亂能夠到當晚結束，這就是他對家鄉始終的深愛。 對此，作家洛杉基指出，陳其邁和韓國瑜怎會一樣？陳其邁選輸了，就轉身到中央當行政院副院長；韓國瑜要是選輸了，乖乖回家給老婆養，當家庭煮男。洛杉基強調，一個是官二代兼貪二代，一個是窮二代兼買菜郎，怎麼會一樣？  今日最夯新聞流量前3名「俏秘書」脫序？中市府滅火4年虧逾百億 員工喊換董事長世衛警告 疫情進入新危險階段相關新聞影音#,#0.8732147620978902#,#6#,#3#,#正面
民進黨高雄市長補選候選人陳其邁，上午到市場拜票，針對民進黨，反對國民黨黃健庭，當監察院副院長，甚至有人傳出，說要讓陳其邁的補選「有狀況」，陳其邁回應，相信總統府會符合社會期待，另外因傳統藍營票倉，在今年罷韓投票，都顯示鐵票區有鬆動情況，陳其邁回到高雄後，也連續兩天針對鳳山、岡山，進行市場拜票掃街搶攻。 民進黨高雄市長補選候選人陳其邁 ：「大家好，謝謝老闆娘，謝謝！謝謝！」 民進黨高雄市長補選候選人陳其邁，到高雄岡山市場拜票 ，遇到粉絲要合照，還拿起民眾手機幫自拍，展現暖男型象。 遇到攤商請吃小甜蝦，被網友暱稱「腹院長」的陳其邁，一口吞下用行動幫在地美食打廣告，陳其邁掃街展現高人氣 ，但總統蔡英文 日前提名國民黨黃健庭，當監察院副院長，引發民進黨內反彈聲音，甚至傳出有人要讓陳其邁的補選 ，有狀況。 民進黨高雄市長補選候選人陳其邁 ：「我想（監委人事）立法院，也有國會的一個監督，我相信在大家的聲音，跟民眾的期待，這個都是總統府，應該會作為，最大的一些考量。」  不甩監院人事紛擾，陳其邁回到高雄後，連續兩天市場拜票，從鳳山到岡山，全是傳統藍營票倉，以高雄岡山為例，2018年 高雄市長選舉，韓國瑜在岡山得到32410票，當時陳其邁只拿到25829票，但今年罷韓投票，岡山同意票高達32084票，幾乎與韓國瑜在九合一大選時的得票數一致，顯見藍營鐵票鬆動，讓陳其邁 更加積極搶攻。 民進黨高雄市長補選候選人陳其邁 ：「今天的岡山地區，最關心的是，捷運路網的興建 ，像岡山到路竹站，也希望能夠提早開通，讓整個北高雄，從台南到高雄的科技走廊，能夠串成一片。」 韓國瑜2018年，大三山造勢捲起韓流奇蹟，如今韓流消退，陳其邁推動地方建設，爭取選民支持。 （封面圖／東森新聞） 今日最夯新聞流量前3名「俏秘書」脫序？中市府滅火4年虧逾百億 員工喊換董事長世衛警告 疫情進入新危險階段相關新聞影音#,#0.8732147620978902#,#13#,#8#,#正面
[新頭殼newtalk] 台南市關廟區一處民宅今（23）天凌晨發生死亡火警，消防隊迅速趕往灌救，火勢約40分鐘撲滅，而不幸的是，屋內6人有4人逃生不及，祖孫3代、2大2小命喪火窟，起火原因還在調查中。台南市政府消防局於凌晨2點55分獲報，關廟區四維街380巷有住宅火警，為一處平房，屋內傳出人員受困，陸續調派24車、51人趕往灌救。消防隊趕抵後，平房陷入一片火海，消防隊全力灌救，並增派7部救護車，於3點16分將火勢控制，找到54歲的屋主妻子，以及她59歲的大姊，2人吸入性嗆傷，意識清醒，緊急送醫治療。消防隊將火撲面進入屋內搜索時，陸續發現2大2小已明顯死亡，這3男1女身體都被燒成焦黑，死者3男1女為61歲的屋主林忠益、34歲的兒子林家榮，以及屋主12歲的孫子與10歲的孫女。而家屬懷疑是電線走火，但詳細原因還要進一步調查。今日最夯新聞流量前3名影片曝光！交管員被磚頭狠砸呂秀蓮罵：當家的別污染民主民進黨無法拒絕李婉鈺 揭原因相關新聞影音#,#0.8732147620978902#,#2#,#4#,#負面
前高雄市長韓國瑜遭罷免，部分韓粉無法接受，指控罷韓「作票」，國民黨台北市議員羅智強也接到相關的反映，因此他在臉書寫了「給韓國瑜支持者的一封信」，除了反駁作票的可能性，也向韓粉喊話「這一次國民黨和韓國瑜是真的敗了，但一次失敗並不等於永遠的失敗」。羅智強表示，有一位韓國瑜堅定支持者，對他不願意背書作票說很失望。事實上，台灣的投開票作業是地方政府的職責，而投開票的結果，中選會只能彙整統計，根本沒有所謂的程式。「中央地方的票數統計並無不同」羅智強指出，各地方政府沒有道理去護航民進黨中央，如果作票說成立，高雄當初是韓國瑜執政，意思是韓國瑜作票讓自己被罷免嗎？所謂作票之説，才是對韓國瑜和國民黨最大的傷害，因為如果此說成立，真的就如您所說的，以後也不用再投票了羅智強強調，不能認輸，就無法重新開始，這一次國民黨和韓國瑜是真的敗了，但一次失敗並不等於永遠的失敗，除非，我們失去了重新站起的勇氣，那才是永遠的失敗。對於不斷有網友聲稱中選會灌票，中選會也聲明，中選會是主管選委會、高雄市選委會則是主辦選委會，各投開票所的票數，皆與高雄市選委會的計票結果相同。整個開票過程，全程都有監察員在場監督開票作業，亦允許民眾在開票時予以錄影，過程相當嚴謹且公開透明。中選會呼籲，請捏造及傳遞假訊息的民眾，不要一再懷疑高雄市選委會暨全體選務人員公正執法的決心，更不要藉此類假訊息的捏造及散布、轉傳來惡意打擊每位兼辦選務的高雄市政府公教人員、各區公所等選務夥伴。#,#0.0036180566093038102#,#0#,#6#,#負面
前高雄市長韓國瑜，就任市長之初，自掏腰包花近四萬元租屋，還宣稱要將官邸拿來當公關平台、辦公益活動，但直到他被罷免解職，韓國瑜宣稱的功用都沒實現過。#,#0.986621071052815#,#1#,#0#,#正面
